scenario_uid,source,split,outcome,gate_lo_m,gate_hi_m,reconstruction_residual_m,components_forward,components_aligned,nearest_gap_m,nearest_lo_m,nearest_hi_m,nearest_lane_types,nearest_is_route_lane,lane_change_left_crosses,lane_change_right_crosses
waymo:training_20s:41f5852ba2504994,waymo,train,ok,-8.260530785872005,5.379799448715841,9.681144774731365e-14,4,3,1.432984386354109,-13.190104015937877,-9.693515172226114,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4200714ad0a10651,waymo,test,ok,-3.9846928594258655,3.9846854034634704,1.5365486660812167e-13,3,2,69.00474755401392,-73.92396123279508,-72.98944041343978,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4214baa62390dfe3,waymo,train,ok,-8.367160216128468,40.18701096904624,0.0,4,4,1.365000173682347,-13.030489437880533,-9.732160389810815,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:42926f2ab997153,waymo,train,ok,-1.8214001771676918,11.901397622727439,2.042810365310288e-13,2,2,60.72204748531272,72.62344510804016,79.4781652099762,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:42cbc07b6bfd3d00,waymo,validation,ok,-4.816683695941658,5.041442129231749,2.602362769721367e-13,4,3,0.7521351833623742,-9.605197566390927,-5.5688188793040325,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:42e2950c1277bf82,waymo,validation,ok,-13.551421954596075,1.690703044988354,2.9887203822909214e-13,3,3,37.47473116280399,39.165434207792345,47.20036427295622,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:431fa779d700bac8,waymo,train,ok,-6.0488480929508315,4.9846847991889565,8.704148513061227e-14,4,5,0.9767492520696788,5.961434051258635,8.481447480578808,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:435699c1b8c09d8e,waymo,train,ok,-1.947700417727648,8.426551762814151,8.881784197001252e-15,3,3,8.744745644557979,-18.263502389648565,-10.692446062285626,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:4378e5cda5ddbd10,waymo,test,ok,-1.984124651866668,1.9841246518990432,1.0524914273446484e-13,1,1,,,,,False,False,False
waymo:training_20s:43d36e13f81c1000,waymo,test,ok,-9.040626284405404,53.68677080685583,1.1191048088221578e-13,1,1,,,,,False,True,True
waymo:training_20s:43d7c81502f8964b,waymo,train,ok,-4.7365129810765145,4.7365129810765145,5.409006575973763e-13,2,2,67.28825184546805,-79.55144999012565,-72.02476482654457,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:43ea2af6d776319,waymo,test,ok,-3.241931953616921,3.0200084128220714,6.261657858885883e-14,3,3,39.19571184245428,-55.45821355195851,-42.4376437960712,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:43edec37bd283ede,waymo,test,ok,-11.90710303336993,1.7250695083273335,2.646771690706373e-13,2,2,1.7135959453128073,3.438665453640141,7.264086418442119,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:44485e5b5e601400,waymo,train,ok,-23.453939537057614,50.948706086465656,1.2079226507921703e-13,6,4,0.7742995226799039,51.72300560914556,59.04066621080912,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:448981e371f11545,waymo,train,ok,-4.1812808193992295,4.355729009420255,1.3855583347321954e-13,4,1,51.74232814547466,-72.27126763996873,-55.923608964873885,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:449d693327c7f8ff,waymo,train,ok,-1.6639450299136822,7.869933363696004,1.2256862191861728e-13,3,1,16.581689422863665,24.451622786559668,47.75052082152155,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:44a1010a59342288,waymo,train,ok,-5.691523843946282,3.00601171464385,1.2523315717771766e-13,2,2,7.287133953439838,-19.561742974330585,-12.97865779738612,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:44a444d471b84cb6,waymo,train,ok,-9.89139215329947,1.7252985422708296,2.3092638912203256e-14,1,1,,,,,False,True,False
waymo:training_20s:44b740f13f7e1b02,waymo,train,ok,-3.943039430702782,3.9428499242969646,6.115108419635362e-13,1,1,,,,,False,True,True
waymo:training_20s:4510495b9cf39d64,waymo,validation,ok,-12.353373480547578,31.667907714843675,2.0961010704922955e-13,1,1,,,,,False,True,True
waymo:training_20s:45160105521925ae,waymo,test,ok,-1.8082011666973443,5.559398296210274,4.085620730620576e-14,1,1,,,,,False,False,True
waymo:training_20s:451e20b1bf70134c,waymo,train,ok,-15.770355165836516,4.057392669367469,3.5083047578154947e-13,1,1,,,,,False,True,True
waymo:training_20s:454aa05055debcac,waymo,validation,ok,-1.7882737104888524,5.564458954041286,2.8466118351389014e-13,3,3,10.32154625139627,-15.985940523960409,-12.109819961885123,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:455f5f683a43f51a,waymo,test,ok,-8.382697588260271,1.5862582943899226,1.1368683772161603e-13,4,4,1.6065965887473794,-13.499287497002513,-9.98929417700765,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:4593faee87e1505,waymo,test,ok,-3.6810691231461865,31.952791538428734,1.2079226507921703e-13,5,4,2.6614974810487624,34.614289019477496,41.37668728126715,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:45a163c55c7ad57c,waymo,train,ok,-1.9836370944977708,1.9836370944977708,2.353672812205332e-14,1,1,,,,,False,False,False
waymo:training_20s:45d10beab2084eac,waymo,train,ok,-1.855262690554639,5.185008780261206,1.199040866595169e-13,2,2,37.84898866701485,-51.24536042868843,-39.70425135756949,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:45d50c0c6403cd39,waymo,train,ok,-1.4589530238428896,1.6631195073899516,6.994405055138486e-14,3,3,76.74759147862349,-85.25327235703804,-78.20654450246639,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:4672cb02121ed1a8,waymo,train,ok,-5.237449522055811,67.2633059963393,2.930988785010413e-14,2,2,1.75384154754859,-10.352269257505384,-6.991291069604401,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:46a511e7b6f3f15c,waymo,train,ok,-8.531845056715968,5.170284602924106,1.687538997430238e-13,4,4,1.1226523679854221,-13.382103761274323,-9.65449742470139,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:46a59bbe016f884c,waymo,train,ok,-2.7682110225183765,2.798436734371184,2.0872192862952943e-13,1,1,,,,,False,True,True
waymo:training_20s:46c5c1876d9421ef,waymo,train,ok,-1.7432490813651615,6.394036115066395,7.349676423018536e-14,2,2,58.168765653512445,-66.23789503194567,-59.91201473487761,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:46d7091b3209f4a1,waymo,validation,ok,-9.764495574051104,5.4257140419594645,7.105427357601002e-15,4,2,32.44212914716904,37.86784318912851,42.648920192305695,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:46e2bcc6a7fa7315,waymo,train,ok,-10.397661281391679,1.900161383059715,1.2434497875801753e-14,2,1,7.9403796825314386,9.840541065591154,16.733766917124512,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:46f89fe5cbde20dc,waymo,train,ok,-8.537807166803363,1.518529978231566,8.65085780787922e-13,3,3,51.66439531334966,-64.4558847349521,-60.20220248015302,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:470d8f95276394c6,waymo,train,ok,-3.7392254485355974,3.73923606195138,2.327027459614328e-13,1,1,,,,,False,True,True
waymo:training_20s:471d0853f7ea090d,waymo,test,ok,-3.384117952074967,3.3841511747239013,1.1812772982011666e-13,3,2,77.98777482859276,-86.28041470410778,-81.37189278066774,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4738b554e8bca9ed,waymo,train,ok,-1.5890455170860158,1.6954554321875108,1.2301271112846734e-13,3,1,9.420872499504927,11.116327931692439,37.90086891627428,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:476682103a59cad3,waymo,train,ok,-1.4812994744724999,1.6619161899546704,7.771561172376096e-14,2,2,75.87414190710763,77.5360580970623,83.06150221116391,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:4779a6a3cf51e6b,waymo,train,ok,-4.924263773457286,4.92428012086372,2.2026824808563106e-13,2,2,73.80158572994713,-86.93525567863296,-78.72584950340442,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:47a14582e0f163c2,waymo,test,ok,-8.328772519027408,7.713764111591076,4.11226608321158e-13,3,3,52.15647111305017,59.87023522464125,67.56911708519223,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:48432f98b8d944c8,waymo,train,ok,-8.22398044862727,70.29716497642907,2.0961010704922955e-13,1,1,,,,,False,True,True
waymo:training_20s:489e04bbb352147a,waymo,test,ok,-3.0002234166557407,29.911135323495788,2.4868995751603507e-14,2,2,0.9035006009229272,-61.56456763271038,-3.903724017578668,LANE_FREEWAY|LANE_SURFACE_STREET,False,True,True
waymo:training_20s:48e1eaeb38ebdade,waymo,test,ok,-12.206645290152485,8.033034965964147,7.993605777301127e-14,4,3,24.609167822935802,-41.22258391160285,-36.81581311308829,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:491e8df91d1b2958,waymo,test,ok,-5.762632094933814,5.658845651877834,1.0746958878371515e-13,3,3,1.2636774704606424,-12.970971292175307,-7.026309565394456,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:495c08bac982f154,waymo,train,ok,-4.416529856380914,3.9000943482006676,4.263256414560601e-14,2,1,8.387399096661724,12.287493444862392,45.898149071667206,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:498f23dc927dab02,waymo,train,ok,-4.732678608667481,7.805975782541505,1.0658141036401503e-14,2,2,5.05994044363263,-13.86303652879161,-9.792619052300111,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:49ac81ca02d3e436,waymo,train,ok,-58.382138100834865,100.0,2.842170943040401e-14,1,1,,,,,False,True,True
waymo:training_20s:49d94422506c32c5,waymo,test,ok,-12.45654350457972,1.6396480511314544,6.616929226765933e-14,5,5,14.495780810952589,-34.88463545255716,-26.95232431553231,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:49f727de41a860d7,waymo,test,ok,-1.5367765162795402,4.6231322058922855,4.75175454539567e-14,2,2,86.8638993312473,91.48703153713959,97.85172556733608,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:49f9c2486a32218,waymo,train,ok,-1.7461605185770417,1.7461595220466348,6.723510637129948e-13,2,2,62.831967405800334,64.57812692784697,70.30995624706097,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:4a0001da44471886,waymo,train,ok,-11.721179247116034,19.328944921193305,7.105427357601002e-15,3,2,20.446524024988,-37.38851342265404,-32.167703272104035,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4a01907e6659ab68,waymo,validation,ok,-8.685741091928614,8.251503514698026,2.4868995751603507e-14,3,2,1.0578670856540864,-21.497276066850816,-9.7436081775827,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4a3adf7f9020f2d6,waymo,train,ok,-2.3693411601582914,6.244155967445301,7.993605777301127e-15,1,1,,,,,False,False,True
waymo:training_20s:4a4e34124bdc38b0,waymo,test,ok,-8.583122378418844,1.5179730681530108,5.595524044110789e-14,3,2,1.8697963182644823,-11.821521167151289,-10.452918696683327,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:4a504612f37b1e31,waymo,train,ok,-1.520512767126521,1.6079598278856002,5.46229728115577e-14,3,1,84.1016112214053,-96.92741710161803,-85.62212398853183,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:4a598f312003e6dc,waymo,train,ok,-3.194935610696443,5.155820319019429,8.260059303211165e-14,2,2,83.62600623435205,88.78182655337147,94.30644518027407,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4ac8740e3da746d,waymo,test,ok,-3.272202508510298,6.1910927635599595,1.7852386235972517e-13,1,1,,,,,False,True,True
waymo:training_20s:4aca472fc3b67df7,waymo,train,ok,-12.379715692084016,20.865796004406537,1.9539925233402755e-13,1,1,,,,,False,True,True
waymo:training_20s:4b27b286f57b34d,waymo,test,ok,-1.7015646382623322,8.068816567236267,8.348877145181177e-14,6,5,2.9574037815040635,-8.332876426583397,-4.658968419766396,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:4b50f77739f6a874,waymo,train,ok,-6.542915415902018,99.99999999999999,2.5757174171303632e-14,1,1,,,,,False,True,True
waymo:training_20s:4b6b936bc2a13771,waymo,test,ok,-3.9998134197371935,3.9998116974134925,1.141309269314661e-13,1,1,,,,,False,True,True
waymo:training_20s:4b71b2b50bced101,waymo,train,ok,-8.849869347318664,4.994844691246447,8.43769498715119e-13,4,3,53.90890393714508,58.903748628391526,73.8363610956246,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4b7b283101fe6273,waymo,test,ok,-3.9094846016489666,3.909485259207093,2.531308496145357e-14,2,2,84.23848126797832,-94.97699250105501,-88.14796586962728,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4b88afea4075b9f8,waymo,train,ok,-4.09033341882181,4.090333418825475,4.583000645652646e-13,1,1,,,,,False,True,True
waymo:training_20s:4b908571e86fb37b,waymo,validation,ok,-5.465038569458459,11.542895176210003,2.1316282072803006e-14,5,3,16.550117788587727,-44.86313715372267,-22.015156358046184,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4bcf022fa489a2a,waymo,test,ok,-3.0384471476263912,3.0387456616875266,1.2434497875801753e-14,2,2,84.46418849739449,-100.0,-87.50263564502087,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4be6ae7845650320,waymo,test,ok,-9.4877855861708,7.80671575230141,1.971756091734278e-13,3,3,62.35864784449951,70.16536359680092,75.25087583653362,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4bf3255988ae3beb,waymo,train,ok,-4.02560552931984,4.039049227422234,3.375077994860476e-14,2,2,88.56319469739428,92.60224392481652,99.57609704019123,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4c067c061bcde64f,waymo,train,ok,-1.7305567358324274,60.724148289623734,2.3447910280083306e-13,3,3,2.0457281340689613,-6.691040491998621,-3.7762848699013887,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:4c08ca729314f378,waymo,test,ok,-17.685440951463708,99.99999999999959,4.085620730620576e-13,5,2,9.927129983991573,-40.780883397977355,-27.61257093545528,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4c189c891b0a427a,waymo,train,ok,-8.966324882053842,1.6639818213931674,8.215650382226158e-13,2,2,57.65332422340033,59.3173060447935,66.36926230244237,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:4c311861c0fffa9a,waymo,train,ok,-4.242494583099226,4.242494583222046,6.661338147750939e-14,1,1,,,,,False,True,True
waymo:training_20s:4c5dc1ff1119eaa,waymo,train,ok,-5.288914310768622,60.22490127179489,6.288303211476887e-13,4,3,15.537230228754407,-26.21987371694827,-20.82614453952303,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4c6a2008249c4fb1,waymo,train,ok,-5.321865116895424,7.399457047535179,0.0,7,6,1.4170222233497043,-10.54027244007375,-6.738887340245128,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4c849d1d7f0af78,waymo,train,ok,-7.328869974379509,44.88461841758849,3.4638958368304884e-14,2,1,72.99170848721973,-87.12843648630951,-80.32057846159924,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4c929dc12b65dd89,waymo,train,ok,-2.478608282995208,6.031248449486455,1.163513729807164e-13,3,3,50.35537580130865,-59.52786448774467,-52.83398408430386,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:4ca614abf34563fa,waymo,train,ok,-2.8923738423398837,3.351046038921365,1.7541523789077473e-13,2,1,37.446259418521635,40.797305457443,99.99999999999989,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4cafec96676c3053,waymo,train,ok,-3.52538880443921,3.525382516284905,1.0125233984581428e-13,2,1,71.98590306208834,-93.68939753901874,-75.51129186652754,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4cde988dca0cae2f,waymo,train,ok,-3.058977365331248,6.580378985293732,5.995204332975845e-14,1,1,,,,,False,True,True
waymo:training_20s:4d1cb37e439ef116,waymo,test,ok,-5.914686049737782,9.279804682508312,9.947598300641403e-14,2,2,34.760818221623566,44.04062290413188,51.03953565357804,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4d3f69c301e7f979,waymo,train,ok,-1.882003105131663,5.3915937200989275,5.417888360170764e-14,4,4,8.040664730103071,13.432258450202,13.554583277803886,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:4d4a74d04dc8834d,waymo,test,ok,-5.857202320754797,5.249961472147568,5.950795411990839e-14,3,2,40.22047223674672,45.47043370889429,51.171199338300426,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4d59940ed2422298,waymo,validation,ok,-100.00000000000006,100.00000000000016,5.684341886080802e-14,1,1,,,,,False,True,True
waymo:training_20s:4d76a72b8629039e,waymo,train,ok,-1.4830579007211453,28.22294995874367,2.7977620220553945e-13,2,2,39.768900051295915,-54.25706648918626,-41.25195795201706,LANE_FREEWAY,False,False,True
waymo:training_20s:4da4f3446ef86d2c,waymo,train,ok,-5.447686011416199,3.3985873473083545,1.234568003383174e-13,1,1,,,,,False,True,True
waymo:training_20s:4de0b8a60331a2b9,waymo,test,ok,-1.7038731383368266,1.7038751623333679,3.3306690738754696e-14,3,3,6.277320678356309,-21.785433852386276,-7.9811938166931355,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:4decf313417b028e,waymo,test,ok,-5.147870545934741,1.8294324297951938,4.440892098500626e-15,1,1,,,,,False,True,False
waymo:training_20s:4e0e9750a2154e47,waymo,test,ok,-8.281296339612101,7.744325190504828,8.562039965909207e-13,5,4,1.3896552335525278,-13.37006052461902,-9.67095157316463,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4e0fdc15378c799b,waymo,train,ok,-100.00000000000009,99.89601147734042,8.526512829121202e-14,1,2,,,,,False,True,True
waymo:training_20s:4e2f5a22454b529e,waymo,train,ok,-28.05246095372428,20.607561647596253,1.0658141036401503e-14,5,5,17.37830479929396,37.98586644689021,38.448478968089574,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4e78aaa0a24b5133,waymo,test,ok,-2.847494118265431,2.847494870508902,3.68594044175552e-14,3,3,87.89247638839721,90.73997125890611,98.92554843652417,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4e7f41e9b308e9f0,waymo,validation,ok,-99.60869489727006,99.74336270535638,7.105427357601002e-14,1,1,,,,,False,True,True
waymo:training_20s:4ea136ca849401f5,waymo,train,ok,-9.04048910164653,69.25027178464524,1.687538997430238e-13,3,1,0.6456143889968189,69.89588617364205,94.98510451218223,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4eaf0c1eed028d00,waymo,test,ok,-4.0677631017748785,4.067771276204284,7.993605777301127e-15,1,1,,,,,False,True,True
waymo:training_20s:4ed8563620d78536,waymo,test,ok,-8.900315993528336,1.830251953607754,1.438849039914203e-13,3,3,0.7589930248915835,2.5892449784993374,99.99999999999972,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:4ef2f927d639500,waymo,train,ok,-2.221700573898937,5.945463707731728,1.0835776720341528e-13,1,1,,,,,False,False,True
waymo:training_20s:4f098352437b47a2,waymo,test,ok,-4.879162233286083,1.4962788532994282,3.823608096809039e-13,3,2,9.793637977403021,-20.143634425023464,-14.672800210689104,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:4f178af4ab466b6e,waymo,train,ok,-4.023513585216181,2.5232589355506274,1.1191048088221578e-13,1,1,,,,,False,True,False
waymo:training_20s:4f205016675057c9,waymo,train,ok,-2.3020228213821476,13.177839038234056,3.3306690738754696e-14,1,1,,,,,False,False,True
waymo:training_20s:4f20919aca2749f3,waymo,train,ok,-4.641425348987823,2.3427585980076966,3.0730973321624333e-13,3,3,0.10224553365773659,-7.740401708058542,-4.74367088264556,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:4f40a7bbb916f94e,waymo,train,ok,-19.263821688499633,100.0000000000003,2.984279490192421e-13,1,1,,,,,False,True,True
waymo:training_20s:4f535ca1935033fc,waymo,train,ok,-5.633533545454304,13.902039498747591,2.1316282072803006e-14,3,1,8.260753702322354,22.162793201069945,33.454787742804854,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4f7777f1eb357e4d,waymo,train,ok,-3.507384663219108,3.5072844336133397,2.4424906541753444e-14,7,7,49.226376868173595,-58.09128068564988,-52.7337615313927,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:4fc774efaefc2a1f,waymo,train,ok,-3.6763310003968965,3.6763792729935623,3.3173463975799677e-13,2,2,71.89556555350717,75.57194482650073,83.14358856095524,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:503b23aaabae1591,waymo,train,ok,-9.05102947055791,3.9528065160248094,2.824407374646398e-13,2,2,52.09580157034195,-68.63952787205298,-61.14683104089986,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:5040bfca8d33885,waymo,test,ok,-12.318542825675873,1.717511566560818,3.552713678800501e-15,2,2,1.8364644461227648,-17.56984764033365,-14.155007271798638,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:506494adca3f3c79,waymo,train,ok,-2.022516413203842,2.022516413177608,2.802202914153895e-13,7,3,9.632359741939954,-22.283866991526963,-11.654876155143796,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:506a646cd2cb7762,waymo,validation,ok,-2.608255766095948,4.816450547300454,4.884981308350689e-14,2,2,52.47371178127781,-62.45427647898388,-55.08196754737376,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:509a6983ae287d67,waymo,train,ok,-9.002788310763904,7.21382538235513,2.842170943040401e-14,1,1,,,,,False,True,True
waymo:training_20s:50dcff7007d53299,waymo,train,ok,-8.85719337213653,100.0000000000001,3.375077994860476e-14,2,1,25.469916713106223,-39.281579073007016,-34.32711008524275,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:50ddfee4399ac56f,waymo,train,ok,-5.400962141428451,4.9529245522756735,1.1546319456101628e-13,2,2,88.71421386318696,-100.0,-94.1151760046154,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:511fc1ed91eb499c,waymo,train,ok,-3.9678050419325834,3.967806012811009,1.1235457009206584e-13,1,1,,,,,False,True,True
waymo:training_20s:5134574a3e35c1b4,waymo,train,ok,-8.807686728151593,1.823578277248601,1.1191048088221578e-13,5,5,1.483808013242312,-14.123180262371747,-10.291494741393905,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:51572c21a3db21bf,waymo,train,ok,-5.581791976811937,63.770942557874584,1.6342482922482304e-13,3,3,20.440960968443115,-31.011292242029086,-26.02275294525505,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:517484029c1edf55,waymo,train,ok,-2.6982714473346228,2.6982705696021765,8.926193117986259e-14,1,1,,,,,False,True,True
waymo:training_20s:519424fcf115da8d,waymo,test,ok,-2.092552511837778,2.0925432091703016,1.4210854715202004e-13,1,1,,,,,False,False,False
waymo:training_20s:526478410bbc283f,waymo,train,ok,-4.965616578907518,5.120881272787123,6.643574579356937e-13,1,1,,,,,False,True,True
waymo:training_20s:527505e0f54911a6,waymo,validation,ok,-8.607544207553268,1.6993543179679982,1.3145040611561853e-13,2,2,35.40672927604943,37.106083594017434,42.68413274963447,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:527f6b5165303c16,waymo,test,ok,-14.86984621404909,7.636531302364306,2.842170943040401e-14,4,1,22.00742880700743,29.643960109371733,54.82549309796076,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:52a709ed7fda2e94,waymo,train,ok,-3.8320272216865368,2.4595290800127434,4.3076653355456074e-14,2,1,1.9630302761231713,-10.156535554604972,-5.795057497809708,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:52b9b1426417ea96,waymo,train,ok,-1.6279771336786406,1.999990249746436,1.603162047558726e-13,1,1,,,,,False,False,False
waymo:training_20s:52ec301e1836c800,waymo,validation,ok,-5.3382864882363945,9.163638607414772,3.659295089164516e-13,4,1,50.11842241904047,59.28206102645524,65.76654303709404,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:52fcc1dc16c21b56,waymo,train,ok,-1.5670464822996357,1.5670464822996357,2.3225865675158275e-13,4,4,0.07038564481065146,-12.042777388781857,-1.6374321271102872,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:5301a58c426a90cb,waymo,test,ok,-8.050119740339252,79.4637426001932,1.7763568394002505e-14,2,1,73.39950633376557,-99.93604037005498,-81.44962607410483,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:530d988948085f49,waymo,train,ok,-2.0845000397402527,2.3100030622528496,2.1715962361668062e-13,1,1,,,,,False,False,False
waymo:training_20s:53177a6fda55ddc7,waymo,train,ok,-1.867255483862889,1.8672633235073017,1.199040866595169e-14,2,2,71.2300449274871,-84.21308767462546,-73.09730041134999,LANE_SURFACE_STREET,False,False,False
waymo:training_20s:5323eefd5517dc02,waymo,train,ok,-11.427269755412143,1.831340567409296,1.580957587066223e-13,3,1,49.606680425416656,51.438020992825955,64.63645281733415,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:5332c885d2e53e96,waymo,test,ok,-8.362411827131545,1.7395936610608942,1.4210854715202004e-14,1,1,,,,,False,True,False
waymo:training_20s:536cc135d68e2df8,waymo,test,ok,-6.20912866970098,50.24472993595226,3.552713678800501e-14,2,2,14.843438490060372,65.08816842601263,71.97963094288968,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:541cf0d621e5ca91,waymo,train,ok,-8.330455709866802,4.265043954160539,4.3520742565306136e-13,1,1,,,,,False,True,True
waymo:training_20s:542f41c1c5a31642,waymo,train,ok,-2.7951908111578017,2.7951908111578163,4.0456527017340704e-13,1,1,,,,,False,True,True
waymo:training_20s:54446c2c390b1546,waymo,train,ok,-8.873217066600432,2.2783245263146665,3.410605131648481e-13,2,2,48.56718030609457,-65.86705370192942,-57.440397372695,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:546910f5960b02e7,waymo,train,ok,-1.7665773706083001,24.40113163995145,4.973799150320701e-14,2,2,45.665454728938734,-51.98031214883781,-47.43203209954704,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:54c7eae2f62d3bca,waymo,test,ok,-5.047182682895111,5.086925562869335,2.0339285811132868e-13,6,6,0.6231936473859934,5.710119210255328,24.493527527632864,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:54d5cf8a7c14c507,waymo,test,ok,-5.686298339826646,1.9843768784082207,1.7763568394002505e-14,2,2,7.660986863882943,-19.555919532024518,-13.347285203709589,LANE_SURFACE_STREET,False,True,False
waymo:training_20s:54fd4d8ed8ae6354,waymo,train,ok,-12.511879123825,13.138790656303478,3.872457909892546e-13,1,1,,,,,False,True,True
waymo:training_20s:553a78d71af846ae,waymo,test,ok,-9.135432486557958,9.229182232788116,2.717825964282383e-13,2,2,17.02847636778357,-32.32408300938894,-26.16390885434153,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:55435982c416b3a6,waymo,validation,ok,-1.6433061570391683,4.984068165668779,3.4994229736184934e-13,4,4,33.68396812316892,-49.34449074092538,-35.32727428020809,LANE_SURFACE_STREET,False,False,True
waymo:training_20s:5551716fa09765ed,waymo,train,ok,-1.8523534839639448,1.8523515408270326,7.37188088351104e-14,2,2,27.997932559195,-47.672293047708486,-29.850286043158945,LANE_FREEWAY,False,False,False
waymo:training_20s:55677ae980ca3bfb,waymo,train,ok,-8.502869587033144,4.764637902755003,3.019806626980426e-14,2,2,75.84146930502413,-90.589524737449,-84.34433889205728,LANE_SURFACE_STREET,False,True,True
waymo:training_20s:55d88645d5d1bc01,waymo,train,ok,-9.105419618051227,2.9746582628960225,8.43769498715119e-15,7,7,21.18187182268194,-35.809728975845076,-30.28729144073317,LANE_SURFACE_STREET,False,True,True
